"detailedSheetLink href","ad-overview-details__ad-title","ad-overview-details__address-title","ad-price__the-price","ad-price__price-per-square-meter","importDescriptionDecorator"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ladresse-1-adresse-14115410?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 2 pièces 46 m²","83000 Toulon (Champs-de-Mars)","109 000 €","2 377 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1889685?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 2 pièces 48 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","315 000 €","6 563 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/netty-company38777ezz-house-284?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Maison 5 pièces 125 m²","83200 Toulon (La Chapelle - Saint-André)","630 000 €","4 963 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mtev13600-7912?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 4 pièces 85 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","346 500 €","4 076 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-centreville-387453?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 4 pièces 85 m²","83000 Toulon (Le Port)","350 000 €","4 118 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1786729?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 3 pièces 48 m²","83200 Toulon (Saint-Roch)","117 500 €","2 448 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1875025?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 4 pièces 87 m²","83000 Toulon (Saint-Roch)","226 000 €","2 598 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/2pieces/iad-france-1869389?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Maison 2 pièces 70 m²","83000 Toulon (Aguillon)","280 000 €","4 000 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag832778-479339582?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 4 pièces 75 m²","83200 Toulon (Pont du Las)","125 000 €","1 667 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-centreville-387325?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 3 pièces 57 m²","83000 Toulon (Champs-de-Mars)","159 000 €","2 789 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag340369-477908105?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 3 pièces 68 m²","83000 Toulon (Champs-de-Mars)","125 000 €","1 838 €/m²","06 14 78 82 17"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1851107?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 3 pièces 51 m²","83000 Toulon (Centre-ville)","123 900 €","2 429 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-lpaimmo-27247?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 3 pièces 82 m²","83000 Toulon (Claret)","290 000 €","3 528 €/m²",""
"https://www.bienici.com/annonce/vente-de-prestige/toulon/maison/8pieces/hektor-agencemistral83-154?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Maison 8 pièces 250 m²","83200 Toulon (Ubac - Dardennes - Barbasse - Mont Faron)","1 100 000 €","4 400 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1840602?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D31","Appartement 4 pièces 64 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","325 000 €","5 078 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/hektor-sixfours-388161?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 6 pièces 154 m²","83000 Toulon (Claret)","345 000 €","2 144 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1925813?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 5 pièces 82 m²","83000 Toulon (Champs-de-Mars)","185 000 €","2 256 €/m²","06 23 20 12 00"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mourillon-388111?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 2 pièces 40 m²","83100 Toulon (Saint-Jean du Var)","92 000 €","2 300 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1924990?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Maison 5 pièces 161 m²","83200 Toulon (La Chapelle - Saint-André)","825 000 €","5 124 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-387023?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 4 pièces 70 m²","83000 Toulon (Haute-ville)","252 000 €","3 600 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-mourillon-387027?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 3 pièces 68 m²","83000 Toulon (Haute-ville)","278 800 €","4 114 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-mourillon-387024?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 5 pièces 85 m²","83000 Toulon (Haute-ville)","348 500 €","4 104 €/m²",""
"https://www.bienici.com/annonce/vente-de-prestige/toulon/maison/5pieces/netty-company38777ezz-house-2664?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Maison 5 pièces 180 m²","83100 Toulon (Saint-Jean du Var)","1 250 000 €","6 667 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/hektor-bretteimmobilieranne-17805?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Maison 6 pièces 156 m²","83000 Toulon (Beaulieu)","595 000 €","3 814 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/citya-immobilier-41039H-TAPP957200?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 4 pièces 100 m²","83000 Toulon (Champs-de-Mars)","237 000 €","2 370 €/m²","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/maison/2pieces/iad-france-1921625?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Maison 2 pièces 38 m²","83200 Toulon (Valbertrand)","188 000 €","4 947 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/adapt-immo-3011441516?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 5 pièces 120 m²","83100 Toulon (Beaulieu)","309 000 €","2 575 €/m²","06 64 69 69 20"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1918542?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 4 pièces 99 m²","83100 Toulon (Saint-Jean du Var)","250 000 €","2 525 €/m²","06 73 83 71 57"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag340369-491627366?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 3 pièces 83 m²","83000 Toulon (Centre-ville)","180 000 €","2 169 €/m²","06 14 78 82 17"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1917551?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement neuf 3 pièces 58 m²","83100 Toulon (La Palasse)","289 000 €","4 983 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-fontpre-387896?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 3 pièces 62 m²","83100 Toulon (Darboussèdes)","148 000 €","2 387 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/citya-immobilier-41039H-TAPP956331?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 2 pièces 41 m²","83000 Toulon (Saint-Jean du Var)","144 000 €","3 556 €/m²","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1914296?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 2 pièces 39 m²","83000 Toulon (Valbertrand)","170 119 €","4 362 €/m²","07 66 76 00 74"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939326125?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 3 pièces 60 m²","83200 Toulon (Pont de Bois)","173 000 €","2 883 €/m²","04.94.22.24.40"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/mgc-ancien-SNI_0000_185308?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 3 pièces 67 m²","83000 Toulon (Saint-Jean du Var)","154 000 €","2 299 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-505180-3710?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 3 pièces 66 m²","83200 Toulon (Pont du Las)","164 000 €","2 485 €/m²","06 14 86 52 31"
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-bretteimmobilieranne-19313?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Maison 5 pièces 150 m²","83200 Toulon (Sainte-Anne)","770 000 €","5 133 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/nestenn-1-99939319275?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Maison 5 pièces 110 m²","83100 Toulon (Sainte-Anne)","320 000 €","2 920 €/m²","04.94.62.44.24"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-bretteimmobilieranne-19339?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D30","Appartement 4 pièces 87 m²","83000 Toulon (Saint-Roch)","226 000 €","2 598 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1942353?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 113 m²","83000 Toulon (La Serinette - La Barre)","369 000 €","3 265 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1944369?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement neuf 3 pièces 58 m²","83100 Toulon (La Palasse)","290 000 €","5 000 €/m²","06 08 46 95 79"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1944363?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement neuf 3 pièces 71 m²","83100 Toulon (La Palasse)","434 000 €","6 113 €/m²","06 08 46 95 79"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/legget-PRO4YJAJC3KD?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 2 pièces 44 m²","83000 Toulon (Place d'Armes)","275 000 €","6 250 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/hektor-bretteimmobilieranne-19523?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Maison 3 pièces 57 m²","83200 Toulon (La Chapelle - Saint-André)","349 000 €","6 123 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-fontpre-388394?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Maison 5 pièces 136 m²","83100 Toulon (Beaulieu)","668 000 €","4 912 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-fontpre-388316?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 2 pièces 47 m²","83100 Toulon (Saint-Jean du Var)","125 000 €","2 660 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1938269?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Maison 4 pièces 90 m²","83100 Toulon (La Palasse)","420 000 €","4 667 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag832778-495182924?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 68 m²","83000 Toulon (Centre-ville)","120 000 €","1 765 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-ECHAPPEE-HYERES-86149?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 74 m²","83000 Toulon (Valbourdin)","316 000 €","4 270 €/m²","0762557001"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag340369-495689087?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 55 m²","83200 Toulon (Pont de Bois)","140 000 €","2 364 €/m²","06 28 20 69 34"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-lessablettes-388153?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 42 m²","83200 Toulon (Saint-Roch)","99 000 €","2 354 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/laforet-immo-facile-52360735?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 5 pièces 152 m²","83000 Toulon (Haute-ville)","550 000 €","3 618 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/netty-company38777ezz-appt-5338?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 4 pièces 93 m²","83000 Toulon (La Rode)","299 000 €","3 215 €/m²","jean-marc.fouquet@loffice-immo.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-2_GRECHTOULON2023-112994?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 1 pièce 22 m²","83100 Toulon (Saint-Jean du Var)","74 000 €","3 398 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-grechimmo83000-112994?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 1 pièce 22 m²","83100 Toulon (Saint-Jean du Var)","74 000 €","3 398 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939344149?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 2 pièces 50 m²","83200 Toulon (Pont du Las)","119 000 €","2 399 €/m²","04.94.62.44.24"
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/iad-france-1935070?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Maison 6 pièces 186 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","960 000 €","5 161 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/twimmo-2089656?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Maison 6 pièces 137 m²","83000 Toulon (La Serinette - La Barre)","549 000 €","4 007 €/m²","04.94.46.27.27"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag340369-494854937?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 4 pièces 97 m²","83000 Toulon (La Serinette - La Barre)","465 000 €","4 794 €/m²","06 14 78 82 17"
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/hektor-lessablettes-388204?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Maison 3 pièces 80 m²","83200 Toulon (La Chapelle - Saint-André)","337 000 €","4 213 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-mourillon-388222?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 51 m²","83200 Toulon (Saint-Roch)","124 000 €","2 420 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-centreville-388170?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 86 m²","83000 Toulon (Haute-ville)","295 000 €","3 440 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-fontpre-388146?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D29","Appartement 3 pièces 64 m²","83100 Toulon (Beaulieu)","135 000 €","2 109 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1963347?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 4 pièces 74 m²","83000 Toulon (La Loubière)","235 000 €","3 176 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-mourillon-389578?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 63 m²","83000 Toulon (La Rode)","192 000 €","3 048 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1960426?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 5 pièces 81 m²","83200 Toulon (Pont de Bois)","189 000 €","2 333 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1960617?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 2 pièces 31 m²","83200 Toulon (Saint-Roch)","105 000 €","3 387 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/century-21-202_2305_3510?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Studio 20 m²","83200 Toulon (Saint-Roch)","67 000 €","3 392 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939363549?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 62 m²","83200 Toulon (Pont du Las)","177 000 €","2 855 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939361331?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 74 m²","83000 Toulon (Le Port)","299 000 €","4 041 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1959887?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 54 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","169 000 €","3 130 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag920856-500617394?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 4 pièces 82 m²","83000 Toulon (Aguillon)","199 500 €","2 433 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/century-21-202_3648_759?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 2 pièces 49 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","234 300 €","4 759 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939358326?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 62 m²","83200 Toulon (Pont du Las)","169 000 €","2 704 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939356395?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 2 pièces 50 m²","83200 Toulon (Rodeilhac)","117 000 €","2 345 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1947676?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 49 m²","83200 Toulon (Pont du Las)","90 000 €","1 837 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/ag311656-496805780?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Maison 4 pièces 99 m²","83200 Toulon (Ubac - Dardennes - Barbasse - Mont Faron)","290 000 €","2 929 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag755959-499522796?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 1 pièce 20 m²","83000 Toulon (Porte d'Italie)","57 500 €","2 875 €/m²","06 73 79 71 06"
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-2_GRECHTOULON2023-112897?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Maison 5 pièces 215 m²","83200 Toulon (Siblas)","1 160 000 €","5 395 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-grechimmo83000-112897?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Maison 5 pièces 215 m²","83200 Toulon (Siblas)","1 160 000 €","5 395 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1948624?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 4 pièces 69 m²","83200 Toulon (La Chapelle - Saint-André)","229 000 €","3 319 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-bretteimmobilieranne-16698?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 4 pièces 78 m²","83000 Toulon (Claret)","175 000 €","2 244 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1949027?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 2 pièces 56 m²","83100 Toulon (Darboussèdes)","260 000 €","4 643 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1944946?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 78 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","255 000 €","3 269 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag311656-497608130?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 1 pièce 19 m²","83100 Toulon (Saint-Jean du Var)","35 000 €","1 842 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-adlc1000-43710?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 4 pièces 100 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","530 000 €","5 300 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1943750?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D28","Appartement 3 pièces 51 m²","83000 Toulon (Haute-ville)","128 000 €","2 510 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1973860?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 5 pièces 82 m²","83000 Toulon (La Serinette - La Barre)","274 000 €","3 341 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/10pieces/hektor-art-immo-13?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Maison 10 pièces 245 m²","83200 Toulon (Pont du Las)","363 000 €","1 482 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/hektor-mourillon-389901?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Maison 5 pièces 130 m²","83200 Toulon (Ubac - Dardennes - Barbasse - Mont Faron)","589 000 €","4 517 €/m²",""
"https://www.bienici.com/annonce/vente-de-prestige/toulon/maison/7pieces/netty-company54396zsr-house-7244?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Maison 7 pièces 220 m²","83200 Toulon (La Chapelle - Saint-André)","740 000 €","3 364 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-sixfours-389590?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 3 pièces 44 m²","83200 Toulon (Valbourdin)","125 000 €","2 860 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1974611?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 5 pièces 97 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","398 000 €","4 103 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/netty-company54396zsr-appt-31516?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 3 pièces 75 m²","83100 Toulon (Corniche du Faron)","360 000 €","4 800 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-gustonimmobilier-5252?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 2 pièces 49 m²","83000 Toulon (Haute-ville)","199 500 €","4 071 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-centreville-389500?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 2 pièces 35 m²","83000 Toulon (Place d'Armes)","120 000 €","3 429 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/hektor-centreville-389638?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 1 pièce 40 m²","83000 Toulon (Place d'Armes)","124 000 €","3 100 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-mtev13600-8439?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 3 pièces 86 m²","83000 Toulon (Porte d'Italie)","438 000 €","5 093 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939382036?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 2 pièces 57 m²","83000 Toulon (Centre-ville)","110 000 €","1 946 €/m²","04.23.14.73.29"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-389698?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 4 pièces 70 m²","83200 Toulon (Pont de Bois)","189 000 €","2 700 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1966211?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Maison 5 pièces 130 m²","83000 Toulon (Aguillon)","467 000 €","3 592 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/citya-immobilier-41039H-TAPP962627?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Appartement 3 pièces 72 m²","83000 Toulon (Champs-de-Mars)","199 000 €","2 770 €/m²","https://www.citya.com/agences-immobilieres/toulon-83137/154"
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/immo-facile-59665486?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27","Maison 5 pièces 170 m²","83000 Toulon (Darboussèdes)","890 000 €","5 235 €/m²","06 19 60 73 60"
