source,date_crawl,titre,type_bien,prix,surface,prix_m2,nb_pieces,quartier,criteres,url
LeBonCoin,2026-03-10,Appartement 4 pièces 77 m²,Appartement,315000,77.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138658346
LeBonCoin,2026-03-10,Appartement 5 pièces 116 m²,Appartement,305000,116.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3147096090
LeBonCoin,2026-03-10,Terrain 503 m² Toulon,Terrain,245000,503.0,487.0,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135976013
LeBonCoin,2026-03-10,Appartement 3 pièces 71 m²,Appartement,216000,71.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138782895
LeBonCoin,2026-03-10,Maison en Viager 4 pièces 126 m²,Maison,83750,126.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3028957445
LeBonCoin,2026-03-10,Appartement 6 pièces 135 m²,Appartement,420000,135.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092119218
LeBonCoin,2026-03-10,Maison 5 pièces 132 m²,Maison,560000,132.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329589
LeBonCoin,2026-03-10,Appartement 2 pièces 60 m²,Appartement,265000,60.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3114259553
LeBonCoin,2026-03-10,Appartement - 3 pièces - LA CLOSERAIE TOULON,Appartement,296872,61.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3050545681
LeBonCoin,2026-03-10,Villa T4 Toulon Cap brun,Maison,925000,145.0,,4,cap brun,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151743481
LeBonCoin,2026-03-10,Appartement 3 pièces 74 m²,Appartement,159000,74.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329590
LeBonCoin,2026-03-10,Propriété 7 pièces 157 m²,Maison,690000,157.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123182393
LeBonCoin,2026-03-10,Toulon mourillon appartement T4,Appartement,420000,82.0,,4,mourillon,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140229521
LeBonCoin,2026-03-10,Haut de Villa - F2 - 250 mètres des plages,Appartement,249000,38.0,,2,Non precise,proche mer,https://www.leboncoin.fr/ad/ventes_immobilieres/3133359436
LeBonCoin,2026-03-10,Studio 5 pièces 157 m²,Appartement,590000,157.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143628316
LeBonCoin,2026-03-10,Studio 1 pièce 28 m²,Appartement,109000,28.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3038855241
LeBonCoin,2026-03-10,Studio 1 pièce 20 m²,Appartement,82500,20.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3019180419
LeBonCoin,2026-03-10,Appartement 2 pièces 32 m²,Appartement,138000,32.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2688305799
LeBonCoin,2026-03-10,Immeuble 9 pièces 150 m²,Autre,550000,150.0,,9,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126521104
LeBonCoin,2026-03-10,Studio 4 pièces 87 m²,Appartement,189000,87.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3122805462
LeBonCoin,2026-03-10,Studio 1 pièce 21 m²,Appartement,155000,21.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3145870417
LeBonCoin,2026-03-10,Studio 1 pièce 17 m²,Appartement,82000,17.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2410365222
LeBonCoin,2026-03-10,Immeuble 8 pièces 256 m²,Autre,649000,256.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135086556
LeBonCoin,2026-03-10,Appartement 1 pièce 18 m²,Appartement,42000,18.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135678523
LeBonCoin,2026-03-10,Appartement 1 pièce 18 m²,Appartement,76036,18.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146161855
LeBonCoin,2026-03-10,Studio 1 pièce 18 m²,Appartement,75000,18.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2997340203
LeBonCoin,2026-03-10,Studio 1 pièce 31 m²,Appartement,169000,31.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3003539448
LeBonCoin,2026-03-10,Appartement 1 pièce 21 m²,Appartement,78000,21.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153857722
LeBonCoin,2026-03-10,Studio 1 pièce 25 m²,Appartement,98000,25.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3147650633
LeBonCoin,2026-03-10,Studio 5 pièces 153 m²,Appartement,1490000,153.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3119192195
LeBonCoin,2026-03-10,Studio 1 pièce 21 m²,Appartement,58200,21.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3133466705
LeBonCoin,2026-03-10,Immeuble 10 pièces 163 m²,Autre,685000,163.0,,10,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3109059902
LeBonCoin,2026-03-10,Studio 1 pièce 30 m²,Appartement,110000,30.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3133888360
LeBonCoin,2026-03-10,Studio 1 pièce 30 m²,Appartement,85000,30.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3089370228
LeBonCoin,2026-03-10,Studio 1 pièce 25 m²,Appartement,79000,25.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2982602845
LeBonCoin,2026-03-10,Studio 3 pièces 78 m²,Appartement,320000,78.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106327638
LeBonCoin,2026-03-10,Studio 5 pièces 113 m²,Appartement,573000,113.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3156031273
LeBonCoin,2026-03-10,Studio 1 pièce 25 m²,Appartement,89000,25.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3086167833
LeBonCoin,2026-03-10,Studio 1 pièce 20 m²,Appartement,82500,20.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3026989532
LeBonCoin,2026-03-10,Studio 1 pièce 24 m²,Appartement,119000,24.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134529149
LeBonCoin,2026-03-10,Appartement en Viager 3 pièces 138 m²,Appartement,755250,138.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155905777
LeBonCoin,2026-03-10,Studio 1 pièce 18 m²,Appartement,59000,18.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2809749525
LeBonCoin,2026-03-10,Studio 1 pièce 22 m²,Appartement,95000,22.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140118397
LeBonCoin,2026-03-10,Maison de ville 5 pièces 230 m²,Maison,568000,230.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144040147
LeBonCoin,2026-03-10,Studio toulon mourillon,Appartement,160000,24.0,,1,mourillon,,https://www.leboncoin.fr/ad/ventes_immobilieres/3087291046
LeBonCoin,2026-03-10,Immeuble 11 pièces 223 m²,Autre,499000,223.0,,11,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3097463711
LeBonCoin,2026-03-10,Immeuble 340 m² TOULON,Autre,595000,340.0,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138768097
LeBonCoin,2026-03-10,Maison 7 pièces 161 m²,Maison,599000,161.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138448134
LeBonCoin,2026-03-10,Appartement 1 pièce 32 m²,Appartement,105000,32.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3066194008
LeBonCoin,2026-03-10,Studio + cellier vue port de toulon,Appartement,120000,27.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154893946
LeBonCoin,2026-03-10,Immeuble 382 m² Toulon,Autre,750000,382.0,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804196
LeBonCoin,2026-03-10,Immeuble 270 m² Toulon,Autre,1150000,270.0,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804194
LeBonCoin,2026-03-10,Immeuble 72 m² Toulon,Autre,310000,72.0,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059176636
LeBonCoin,2026-03-10,Studio 1 pièce 25 m²,Appartement,114000,25.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104628546
LeBonCoin,2026-03-10,Appartement 1 pièce 39 m²,Appartement,114900,39.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3112881020
LeBonCoin,2026-03-10,Appartement - 2 pièces - Toulon au coeur d'un quartier vivant et commerçant,Appartement,206604,40.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750791
LeBonCoin,2026-03-10,Appartement - 4 pièces - Toulon au coeur d'un quartier vivant et commerçant,Appartement,325292,75.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750793
LeBonCoin,2026-03-10,Studio 1 pièce 17 m²,Appartement,53000,17.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150917652
LeBonCoin,2026-03-10,Appartement - 3 pièces - Toulon au coeur d'un quartier vivant et commerçant,Appartement,276938,60.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750792
LeBonCoin,2026-03-10,Studio 1 pièce 18 m²,Appartement,88391,18.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3147650741
LeBonCoin,2026-03-10,Studio 1 pièce 28 m²,Appartement,81990,28.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3111057510
LeBonCoin,2026-03-10,Maison 6 pièces 168 m²,Maison,830000,168.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148336591
LeBonCoin,2026-03-10,Studio 1 pièce 23 m²,Appartement,184000,23.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146972041
LeBonCoin,2026-03-10,Studio 1 pièce 28 m²,Appartement,130000,28.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3062865417
LeBonCoin,2026-03-10,"Studio meublé avec terrasse – zero charges – Centre & gare à pied
Toulon – Haut Claret / Bas Saint-Roch",Appartement,98500,21.0,,1,"claret, saint-roch",jardin/terrasse,https://www.leboncoin.fr/ad/ventes_immobilieres/3141193147
LeBonCoin,2026-03-10,Immeuble de rapport 223m2 centre ville TOULON,Autre,490000,223.0,,10,centre ville,,https://www.leboncoin.fr/ad/ventes_immobilieres/3068045970
LeBonCoin,2026-03-10,Toulon hyper centre,Appartement,122000,27.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3137167360
LeBonCoin,2026-03-10,Studio 3 pièces 40 m²,Appartement,149000,40.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3009851051
LeBonCoin,2026-03-10,Studio atypique,Appartement,28000,12.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135276082
LeBonCoin,2026-03-10,TOULON CENTRE Idéal investissement locatif,Appartement,76000,28.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124974327
LeBonCoin,2026-03-10,Studio 1 pièce 25 m²,Appartement,98000,25.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127993137
LeBonCoin,2026-03-10,Studio 26m²,Appartement,78000,26.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127662815
